"","bird","date","task","trial","numLeft","numRight","areaLeft","areaRight","correct","choice","accuracy","RT","session","areaIncorrect","numIncorrect","areaCorrect","numCorrect","T_areaInc","T_numInc","T_areaCorr","T_numCorr","Euclidean","CityBlock"
"25609","54Y",2022-09-28,"n-a",9,22,6,21,4,"R","R",1,0.917,27,21,22,4,6,9,9,1,1,11.3137084989848,16
"25610","54Y",2022-09-28,"n-a",10,6,16,4,5,"L","L",1,2.173,27,5,16,4,6,2,7,1,1,6.08276253029822,7
"25611","54Y",2022-09-28,"n-a",11,6,12,4,21,"L","L",1,0.925,27,21,12,4,6,9,5,1,1,8.94427190999916,12
"25612","54Y",2022-09-28,"n-a",12,6,12,4,11,"L","L",1,0.62,27,11,12,4,6,6,5,1,1,6.40312423743285,9
"25613","54Y",2022-09-28,"n-a",13,16,6,21,4,"R","L",0,0.122,27,21,16,4,6,9,7,1,1,10,14
"25614","54Y",2022-09-28,"n-a",14,6,19,4,17,"L","L",1,0.597,27,17,19,4,6,8,8,1,1,9.89949493661167,14
"25615","54Y",2022-09-28,"n-a",15,16,6,4,4,"R","R",1,1.16,27,4,16,4,6,1,7,1,1,6,6
"25616","54Y",2022-09-28,"n-a",16,6,16,4,6,"L","L",1,1.437,27,6,16,4,6,3,7,1,1,6.32455532033676,8
"25617","54Y",2022-09-28,"n-a",17,6,22,4,7,"L","L",1,0.717,27,7,22,4,6,4,9,1,1,8.54400374531753,11
"25618","54Y",2022-09-28,"n-a",18,6,8,4,5,"L","L",1,1.465,27,5,8,4,6,2,3,1,1,2.23606797749979,3
"25619","54Y",2022-09-28,"n-a",19,19,6,17,4,"R","R",1,1.19,27,17,19,4,6,8,8,1,1,9.89949493661167,14
"25620","54Y",2022-09-28,"n-a",20,16,6,14,4,"R","R",1,0.854,27,14,16,4,6,7,7,1,1,8.48528137423857,12
"25621","54Y",2022-09-28,"n-a",21,6,6,21,4,"R","R",1,9.65,27,21,6,4,6,9,1,1,1,8,8
"25622","54Y",2022-09-28,"n-a",22,22,6,4,4,"R","L",0,1.869,27,4,22,4,6,1,9,1,1,8,8
"25623","54Y",2022-09-28,"n-a",23,6,6,4,11,"L","L",1,0.669,27,11,6,4,6,6,1,1,1,5,5
"25624","54Y",2022-09-28,"n-a",24,10,6,17,4,"R","R",1,0.745,27,17,10,4,6,8,4,1,1,7.61577310586391,10
"25625","54Y",2022-09-28,"n-a",25,12,6,5,4,"R","R",1,0.814,27,5,12,4,6,2,5,1,1,4.12310562561766,5
"25626","54Y",2022-09-28,"n-a",26,6,10,4,21,"L","L",1,0.525,27,21,10,4,6,9,4,1,1,8.54400374531753,11
"25627","54Y",2022-09-28,"n-a",27,6,16,4,9,"L","L",1,1.534,27,9,16,4,6,5,7,1,1,7.21110255092798,10
"25628","54Y",2022-09-28,"n-a",28,6,10,4,14,"L","L",1,1.281,27,14,10,4,6,7,4,1,1,6.70820393249937,9
"25629","54Y",2022-09-28,"n-a",29,19,6,7,4,"R","R",1,1.524,27,7,19,4,6,4,8,1,1,7.61577310586391,10
"25630","54Y",2022-09-28,"n-a",30,22,6,14,4,"R","R",1,0.69,27,14,22,4,6,7,9,1,1,10,14
"25631","54Y",2022-09-28,"n-a",31,16,6,6,4,"R","R",1,1.014,27,6,16,4,6,3,7,1,1,6.32455532033676,8
"25632","54Y",2022-09-28,"n-a",32,8,6,21,4,"R","R",1,0.774,27,21,8,4,6,9,3,1,1,8.24621125123532,10
"25633","54Y",2022-09-28,"n-a",33,14,6,17,4,"R","R",1,0.697,27,17,14,4,6,8,6,1,1,8.60232526704263,12
"25634","54Y",2022-09-28,"n-a",34,12,6,17,4,"R","R",1,2.23,27,17,12,4,6,8,5,1,1,8.06225774829855,11
"25635","54Y",2022-09-28,"n-a",35,8,6,17,4,"R","R",1,2.25,27,17,8,4,6,8,3,1,1,7.28010988928052,9
"25636","54Y",2022-09-28,"n-a",36,6,6,4,5,"L","L",1,1.102,27,5,6,4,6,2,1,1,1,1,1
"25637","54Y",2022-09-28,"n-a",37,6,19,4,14,"L","L",1,0.805,27,14,19,4,6,7,8,1,1,9.21954445729289,13
"25638","54Y",2022-09-28,"n-a",38,6,12,4,17,"L","L",1,1.036,27,17,12,4,6,8,5,1,1,8.06225774829855,11
"25639","54Y",2022-09-28,"n-a",39,12,6,14,4,"R","R",1,1.538,27,14,12,4,6,7,5,1,1,7.21110255092798,10
"25640","54Y",2022-09-28,"n-a",40,6,22,4,11,"L","L",1,0.745,27,11,22,4,6,6,9,1,1,9.4339811320566,13
"25641","54Y",2022-09-28,"n-a",41,6,10,4,11,"L","L",1,1.334,27,11,10,4,6,6,4,1,1,5.8309518948453,8
"25642","54Y",2022-09-28,"n-a",42,12,6,4,4,"R","L",0,1.169,27,4,12,4,6,1,5,1,1,4,4
"25643","54Y",2022-09-28,"n-a",43,10,6,6,4,"R","R",1,1.419,27,6,10,4,6,3,4,1,1,3.60555127546399,5
"25644","54Y",2022-09-28,"n-a",44,6,22,4,21,"L","L",1,0.916,27,21,22,4,6,9,9,1,1,11.3137084989848,16
"25645","54Y",2022-09-28,"n-a",45,6,12,4,14,"L","L",1,0.852,27,14,12,4,6,7,5,1,1,7.21110255092798,10
"25646","54Y",2022-09-28,"n-a",46,7,6,4,4,"R","R",1,1.074,27,4,7,4,6,1,2,1,1,1,1
"25647","54Y",2022-09-28,"n-a",47,6,19,4,21,"L","L",1,1.161,27,21,19,4,6,9,8,1,1,10.6301458127346,15
"25648","54Y",2022-09-28,"n-a",48,22,6,17,4,"R","R",1,0.856,27,17,22,4,6,8,9,1,1,10.6301458127346,15
"25649","54Y",2022-09-28,"n-a",49,6,10,4,9,"L","L",1,0.829,27,9,10,4,6,5,4,1,1,5,7
"25650","54Y",2022-09-28,"n-a",50,22,6,9,4,"R","R",1,1.264,27,9,22,4,6,5,9,1,1,8.94427190999916,12
"25651","54Y",2022-09-28,"n-a",51,6,19,4,4,"L","L",1,0.825,27,4,19,4,6,1,8,1,1,7,7
"25652","54Y",2022-09-28,"n-a",52,6,16,4,14,"L","L",1,1.369,27,14,16,4,6,7,7,1,1,8.48528137423857,12
"25653","54Y",2022-09-28,"n-a",53,10,6,7,4,"R","R",1,2.157,27,7,10,4,6,4,4,1,1,4.24264068711928,6
"25654","54Y",2022-09-28,"n-a",54,6,16,4,11,"L","L",1,1.211,27,11,16,4,6,6,7,1,1,7.81024967590665,11
"25655","54Y",2022-09-28,"n-a",55,6,10,4,5,"L","L",1,0.77,27,5,10,4,6,2,4,1,1,3.16227766016838,4
"25656","54Y",2022-09-28,"n-a",56,6,8,4,7,"L","L",1,0.886,27,7,8,4,6,4,3,1,1,3.60555127546399,5
"25657","54Y",2022-09-28,"n-a",57,14,6,21,4,"R","R",1,1.402,27,21,14,4,6,9,6,1,1,9.4339811320566,13
"25658","54Y",2022-09-28,"n-a",58,7,6,14,4,"R","R",1,0.942,27,14,7,4,6,7,2,1,1,6.08276253029822,7
"25659","54Y",2022-09-28,"n-a",59,16,6,17,4,"R","R",1,0.671,27,17,16,4,6,8,7,1,1,9.21954445729289,13
"25660","54Y",2022-09-28,"n-a",60,22,6,6,4,"R","R",1,0.708,27,6,22,4,6,3,9,1,1,8.24621125123532,10
"25661","54Y",2022-09-28,"n-a",61,14,6,5,4,"R","R",1,1.145,27,5,14,4,6,2,6,1,1,5.09901951359278,6
"25662","54Y",2022-09-28,"n-a",62,19,6,14,4,"R","R",1,1.046,27,14,19,4,6,7,8,1,1,9.21954445729289,13
"25663","54Y",2022-09-28,"n-a",63,7,6,11,4,"R","R",1,1.238,27,11,7,4,6,6,2,1,1,5.09901951359278,6
"25664","54Y",2022-09-28,"n-a",64,14,6,9,4,"R","L",0,0.046,27,9,14,4,6,5,6,1,1,6.40312423743285,9
"25665","54Y",2022-09-28,"n-a",65,12,6,6,4,"R","R",1,1.759,27,6,12,4,6,3,5,1,1,4.47213595499958,6
"25666","54Y",2022-09-28,"n-a",66,6,6,4,21,"L","L",1,1.185,27,21,6,4,6,9,1,1,1,8,8
"25667","54Y",2022-09-28,"n-a",67,16,6,11,4,"R","R",1,0.027,27,11,16,4,6,6,7,1,1,7.81024967590665,11
"25668","54Y",2022-09-28,"n-a",68,6,8,4,17,"L","L",1,0.713,27,17,8,4,6,8,3,1,1,7.28010988928052,9
"25669","54Y",2022-09-28,"n-a",69,6,14,4,4,"L","L",1,0.925,27,4,14,4,6,1,6,1,1,5,5
"25670","54Y",2022-09-28,"n-a",70,6,7,4,9,"L","L",1,1.147,27,9,7,4,6,5,2,1,1,4.12310562561766,5
"25671","54Y",2022-09-28,"n-a",71,19,6,9,4,"R","R",1,1.529,27,9,19,4,6,5,8,1,1,8.06225774829855,11
"25672","54Y",2022-09-28,"n-a",72,6,16,4,17,"L","L",1,1.421,27,17,16,4,6,8,7,1,1,9.21954445729289,13
"25673","54Y",2022-09-28,"n-a",73,16,6,5,4,"R","R",1,0.902,27,5,16,4,6,2,7,1,1,6.08276253029822,7
"25674","54Y",2022-09-28,"n-a",74,6,8,4,4,"L","L",1,0.901,27,4,8,4,6,1,3,1,1,2,2
"25675","54Y",2022-09-28,"n-a",75,14,6,7,4,"R","R",1,0.93,27,7,14,4,6,4,6,1,1,5.8309518948453,8
"25676","54Y",2022-09-28,"n-a",76,6,19,4,5,"L","L",1,0.998,27,5,19,4,6,2,8,1,1,7.07106781186548,8
"25677","54Y",2022-09-28,"n-a",77,19,6,21,4,"R","R",1,1.389,27,21,19,4,6,9,8,1,1,10.6301458127346,15
"25678","54Y",2022-09-28,"n-a",78,8,6,6,4,"R","L",0,1.22,27,6,8,4,6,3,3,1,1,2.82842712474619,4
"25679","54Y",2022-09-28,"n-a",79,6,22,4,14,"L","L",1,0.982,27,14,22,4,6,7,9,1,1,10,14
"25680","54Y",2022-09-28,"n-a",80,19,6,11,4,"R","L",0,0.854,27,11,19,4,6,6,8,1,1,8.60232526704263,12
"25681","54Y",2022-09-28,"n-a",81,19,6,5,4,"R","R",1,0.722,27,5,19,4,6,2,8,1,1,7.07106781186548,8
"25682","54Y",2022-09-28,"n-a",82,7,6,6,4,"R","R",1,0.957,27,6,7,4,6,3,2,1,1,2.23606797749979,3
"25683","54Y",2022-09-28,"n-a",83,6,14,4,7,"L","L",1,1.118,27,7,14,4,6,4,6,1,1,5.8309518948453,8
"25684","54Y",2022-09-28,"n-a",84,6,22,4,6,"L","L",1,1.967,27,6,22,4,6,3,9,1,1,8.24621125123532,10
"25685","54Y",2022-09-28,"n-a",85,12,6,11,4,"R","L",0,0.909,27,11,12,4,6,6,5,1,1,6.40312423743285,9
"25686","54Y",2022-09-28,"n-a",86,12,6,21,4,"R","R",1,1.073,27,21,12,4,6,9,5,1,1,8.94427190999916,12
"25687","54Y",2022-09-28,"n-a",87,10,6,11,4,"R","R",1,2.198,27,11,10,4,6,6,4,1,1,5.8309518948453,8
"25688","54Y",2022-09-28,"n-a",88,22,6,5,4,"R","R",1,0.813,27,5,22,4,6,2,9,1,1,8.06225774829855,9
"25689","54Y",2022-09-28,"n-a",89,6,10,4,6,"L","L",1,0.97,27,6,10,4,6,3,4,1,1,3.60555127546399,5
"25690","54Y",2022-09-28,"n-a",90,6,7,4,14,"L","L",1,0.938,27,14,7,4,6,7,2,1,1,6.08276253029822,7
"25691","54Y",2022-09-28,"n-a",91,6,6,7,4,"R","R",1,0.88,27,7,6,4,6,4,1,1,1,3,3
"25692","54Y",2022-09-28,"n-a",92,7,6,21,4,"R","R",1,0.826,27,21,7,4,6,9,2,1,1,8.06225774829855,9
"25693","54Y",2022-09-28,"n-a",93,6,22,4,17,"L","L",1,0.585,27,17,22,4,6,8,9,1,1,10.6301458127346,15
"25694","54Y",2022-09-28,"n-a",94,6,12,4,7,"L","L",1,0.972,27,7,12,4,6,4,5,1,1,5,7
"25695","54Y",2022-09-28,"n-a",95,6,14,4,17,"L","L",1,0.613,27,17,14,4,6,8,6,1,1,8.60232526704263,12
"25696","54Y",2022-09-28,"n-a",96,6,10,4,4,"L","L",1,0.872,27,4,10,4,6,1,4,1,1,3,3
"25697","54Y",2022-09-28,"n-a",97,14,6,6,4,"R","R",1,2.501,27,6,14,4,6,3,6,1,1,5.3851648071345,7
"25698","54Y",2022-09-28,"n-a",98,6,6,6,4,"R","L",0,0.801,27,6,6,4,6,3,1,1,1,2,2
"25699","54Y",2022-09-28,"n-a",99,8,6,11,4,"R","L",0,1.941,27,11,8,4,6,6,3,1,1,5.3851648071345,7
"25700","54Y",2022-09-28,"n-a",100,6,7,4,4,"L","L",1,0.828,27,4,7,4,6,1,2,1,1,1,1
"25701","54Y",2022-09-28,"n-a",101,10,6,14,4,"R","R",1,2.126,27,14,10,4,6,7,4,1,1,6.70820393249937,9
"25702","54Y",2022-09-28,"n-a",102,22,6,11,4,"R","R",1,0.896,27,11,22,4,6,6,9,1,1,9.4339811320566,13
"25703","54Y",2022-09-28,"n-a",103,6,6,4,14,"L","L",1,1.402,27,14,6,4,6,7,1,1,1,6,6
"25704","54Y",2022-09-28,"n-a",104,6,7,4,5,"L","L",1,0.528,27,5,7,4,6,2,2,1,1,1.4142135623731,2
"25705","54Y",2022-09-28,"n-a",105,12,6,9,4,"R","R",1,2.526,27,9,12,4,6,5,5,1,1,5.65685424949238,8
"25706","54Y",2022-09-28,"n-a",106,6,7,4,21,"L","L",1,0.862,27,21,7,4,6,9,2,1,1,8.06225774829855,9
"25707","54Y",2022-09-28,"n-a",107,6,16,4,21,"L","L",1,2.977,27,21,16,4,6,9,7,1,1,10,14
"25708","54Y",2022-09-28,"n-a",108,7,6,5,4,"R","R",1,1.245,27,5,7,4,6,2,2,1,1,1.4142135623731,2
"25709","54Y",2022-09-28,"n-a",109,7,6,9,4,"R","R",1,1.038,27,9,7,4,6,5,2,1,1,4.12310562561766,5
"25710","54Y",2022-09-28,"n-a",110,6,6,9,4,"R","R",1,1.085,27,9,6,4,6,5,1,1,1,4,4
"25711","54Y",2022-09-28,"n-a",111,6,10,4,17,"L","L",1,1.293,27,17,10,4,6,8,4,1,1,7.61577310586391,10
"25712","54Y",2022-09-28,"n-a",112,10,6,5,4,"R","R",1,1.125,27,5,10,4,6,2,4,1,1,3.16227766016838,4
"25713","54Y",2022-09-28,"n-a",113,6,22,4,5,"L","L",1,0.645,27,5,22,4,6,2,9,1,1,8.06225774829855,9
"25714","54Y",2022-09-28,"n-a",114,6,6,4,17,"L","L",1,1.162,27,17,6,4,6,8,1,1,1,7,7
"25715","54Y",2022-09-28,"n-a",115,19,6,6,4,"R","R",1,0.932,27,6,19,4,6,3,8,1,1,7.28010988928052,9
"25716","54Y",2022-09-28,"n-a",116,14,6,11,4,"R","R",1,0.922,27,11,14,4,6,6,6,1,1,7.07106781186548,10
"25717","54Y",2022-09-28,"n-a",117,6,7,4,17,"L","L",1,1.147,27,17,7,4,6,8,2,1,1,7.07106781186548,8
"25718","54Y",2022-09-28,"n-a",118,6,6,4,9,"L","L",1,1.018,27,9,6,4,6,5,1,1,1,4,4
"25719","54Y",2022-09-28,"n-a",119,8,6,5,4,"R","L",0,0.814,27,5,8,4,6,2,3,1,1,2.23606797749979,3
"25720","54Y",2022-09-28,"n-a",120,6,14,4,21,"L","L",1,0.698,27,21,14,4,6,9,6,1,1,9.4339811320566,13
"25721","54Y",2022-09-28,"n-a",121,8,6,7,4,"R","R",1,1.593,27,7,8,4,6,4,3,1,1,3.60555127546399,5
"25722","54Y",2022-09-28,"n-a",122,6,14,4,11,"L","L",1,0.806,27,11,14,4,6,6,6,1,1,7.07106781186548,10
"25723","54Y",2022-09-28,"n-a",123,6,8,4,21,"L","L",1,1.469,27,21,8,4,6,9,3,1,1,8.24621125123532,10
"25724","54Y",2022-09-28,"n-a",124,6,6,17,4,"R","R",1,1.059,27,17,6,4,6,8,1,1,1,7,7
"25725","54Y",2022-09-28,"n-a",125,6,12,4,6,"L","R",0,0.837,27,6,12,4,6,3,5,1,1,4.47213595499958,6
"25726","54Y",2022-09-28,"n-a",126,8,6,14,4,"R","R",1,0.695,27,14,8,4,6,7,3,1,1,6.32455532033676,8
"25727","54Y",2022-09-28,"n-a",127,6,6,11,4,"R","L",0,2.004,27,11,6,4,6,6,1,1,1,5,5
"25728","54Y",2022-09-28,"n-a",128,6,7,4,7,"L","L",1,1.321,27,7,7,4,6,4,2,1,1,3.16227766016838,4
"25729","54Y",2022-09-28,"n-a",129,6,19,4,11,"L","L",1,0.773,27,11,19,4,6,6,8,1,1,8.60232526704263,12
"25730","54Y",2022-09-28,"n-a",130,16,6,9,4,"R","L",0,0.945,27,9,16,4,6,5,7,1,1,7.21110255092798,10
"25731","54Y",2022-09-28,"n-a",131,6,10,4,7,"L","R",0,1.437,27,7,10,4,6,4,4,1,1,4.24264068711928,6
"25732","54Y",2022-09-28,"n-a",132,10,6,4,4,"R","R",1,0.898,27,4,10,4,6,1,4,1,1,3,3
"25733","54Y",2022-09-28,"n-a",133,8,6,9,4,"R","R",1,0.917,27,9,8,4,6,5,3,1,1,4.47213595499958,6
"25734","54Y",2022-09-28,"n-a",134,6,19,4,7,"L","L",1,0.901,27,7,19,4,6,4,8,1,1,7.61577310586391,10
"25735","54Y",2022-09-28,"n-a",135,6,14,4,14,"L","R",0,0.041,27,14,14,4,6,7,6,1,1,7.81024967590665,11
"25736","54Y",2022-09-28,"n-a",136,6,8,4,6,"L","L",1,1.065,27,6,8,4,6,3,3,1,1,2.82842712474619,4
"25737","54Y",2022-09-28,"n-a",137,12,6,7,4,"R","L",0,1.142,27,7,12,4,6,4,5,1,1,5,7
"25738","54Y",2022-09-28,"n-a",138,6,8,4,14,"L","L",1,1.237,27,14,8,4,6,7,3,1,1,6.32455532033676,8
"25739","54Y",2022-09-28,"n-a",139,14,6,14,4,"R","R",1,1.078,27,14,14,4,6,7,6,1,1,7.81024967590665,11
"25740","54Y",2022-09-28,"n-a",140,6,6,14,4,"R","R",1,1.686,27,14,6,4,6,7,1,1,1,6,6
"25741","54Y",2022-09-28,"n-a",141,6,16,4,7,"L","L",1,1.092,27,7,16,4,6,4,7,1,1,6.70820393249937,9
"25742","54Y",2022-09-28,"n-a",142,6,16,4,4,"L","L",1,0.523,27,4,16,4,6,1,7,1,1,6,6
"25743","54Y",2022-09-28,"n-a",143,6,14,4,6,"L","L",1,0.834,27,6,14,4,6,3,6,1,1,5.3851648071345,7
"25744","54Y",2022-09-28,"n-a",144,6,19,4,9,"L","L",1,1.068,27,9,19,4,6,5,8,1,1,8.06225774829855,11
"25745","54Y",2022-09-28,"n-a",145,6,8,4,9,"L","L",1,0.714,27,9,8,4,6,5,3,1,1,4.47213595499958,6
"25746","54Y",2022-09-28,"n-a",146,10,6,9,4,"R","R",1,1.935,27,9,10,4,6,5,4,1,1,5,7
"25747","54Y",2022-09-28,"n-a",147,6,7,4,6,"L","L",1,0.949,27,6,7,4,6,3,2,1,1,2.23606797749979,3
"25748","54Y",2022-09-28,"n-a",148,6,6,4,7,"L","L",1,0.625,27,7,6,4,6,4,1,1,1,3,3
"25749","54Y",2022-09-28,"n-a",149,6,6,4,6,"L","L",1,1.409,27,6,6,4,6,3,1,1,1,2,2
"25750","54Y",2022-09-28,"n-a",150,6,12,4,5,"L","L",1,1.132,27,5,12,4,6,2,5,1,1,4.12310562561766,5
"25751","54Y",2022-09-28,"n-a",151,6,14,4,5,"L","L",1,0.914,27,5,14,4,6,2,6,1,1,5.09901951359278,6
"25752","54Y",2022-09-28,"n-a",152,6,8,4,11,"L","R",0,0.022,27,11,8,4,6,6,3,1,1,5.3851648071345,7
"25753","54Y",2022-09-28,"n-a",153,14,6,4,4,"R","L",0,0.804,27,4,14,4,6,1,6,1,1,5,5
"25754","54Y",2022-09-28,"n-a",154,6,22,4,9,"L","L",1,1.121,27,9,22,4,6,5,9,1,1,8.94427190999916,12
"25755","54Y",2022-09-28,"n-a",155,6,19,4,6,"L","L",1,1.09,27,6,19,4,6,3,8,1,1,7.28010988928052,9
"25756","54Y",2022-09-28,"n-a",156,6,7,4,11,"L","L",1,0.878,27,11,7,4,6,6,2,1,1,5.09901951359278,6
"25757","54Y",2022-09-28,"n-a",157,16,6,7,4,"R","R",1,1.153,27,7,16,4,6,4,7,1,1,6.70820393249937,9
"25758","54Y",2022-09-28,"n-a",158,19,6,4,4,"R","R",1,1.161,27,4,19,4,6,1,8,1,1,7,7
"25759","54Y",2022-09-28,"n-a",159,6,6,5,4,"R","R",1,1.266,27,5,6,4,6,2,1,1,1,1,1
"25760","54Y",2022-09-28,"n-a",160,10,6,21,4,"R","R",1,3.197,27,21,10,4,6,9,4,1,1,8.54400374531753,11
"25761","54Y",2022-09-29,"n-a",1,7,6,9,4,"R","L",0,0.055,28,9,7,4,6,5,2,1,1,4.12310562561766,5
"25762","54Y",2022-09-29,"n-a",2,6,6,6,4,"R","L",0,0.574,28,6,6,4,6,3,1,1,1,2,2
"25763","54Y",2022-09-29,"n-a",3,22,6,9,4,"R","L",0,1.305,28,9,22,4,6,5,9,1,1,8.94427190999916,12
"25764","54Y",2022-09-29,"n-a",4,6,7,4,7,"L","L",1,0.864,28,7,7,4,6,4,2,1,1,3.16227766016838,4
"25765","54Y",2022-09-29,"n-a",5,10,6,11,4,"R","L",0,1.185,28,11,10,4,6,6,4,1,1,5.8309518948453,8
"25766","54Y",2022-09-29,"n-a",6,19,6,7,4,"R","R",1,0.802,28,7,19,4,6,4,8,1,1,7.61577310586391,10
"25767","54Y",2022-09-29,"n-a",7,6,22,4,7,"L","L",1,0.757,28,7,22,4,6,4,9,1,1,8.54400374531753,11
"25768","54Y",2022-09-29,"n-a",8,14,6,5,4,"R","L",0,1.074,28,5,14,4,6,2,6,1,1,5.09901951359278,6
"25769","54Y",2022-09-29,"n-a",9,6,8,4,17,"L","L",1,1.061,28,17,8,4,6,8,3,1,1,7.28010988928052,9
"25770","54Y",2022-09-29,"n-a",10,14,6,6,4,"R","L",0,1.036,28,6,14,4,6,3,6,1,1,5.3851648071345,7
"25771","54Y",2022-09-29,"n-a",11,7,6,6,4,"R","R",1,0.91,28,6,7,4,6,3,2,1,1,2.23606797749979,3
"25772","54Y",2022-09-29,"n-a",12,6,7,4,14,"L","L",1,1.055,28,14,7,4,6,7,2,1,1,6.08276253029822,7
"25773","54Y",2022-09-29,"n-a",13,6,22,4,17,"L","L",1,0.737,28,17,22,4,6,8,9,1,1,10.6301458127346,15
"25774","54Y",2022-09-29,"n-a",14,6,12,4,5,"L","R",0,1.022,28,5,12,4,6,2,5,1,1,4.12310562561766,5
"25775","54Y",2022-09-29,"n-a",15,6,14,4,17,"L","L",1,0.949,28,17,14,4,6,8,6,1,1,8.60232526704263,12
"25776","54Y",2022-09-29,"n-a",16,6,6,14,4,"R","R",1,1.142,28,14,6,4,6,7,1,1,1,6,6
"25777","54Y",2022-09-29,"n-a",17,6,10,4,11,"L","L",1,1.548,28,11,10,4,6,6,4,1,1,5.8309518948453,8
"25778","54Y",2022-09-29,"n-a",18,19,6,11,4,"R","R",1,1.189,28,11,19,4,6,6,8,1,1,8.60232526704263,12
"25779","54Y",2022-09-29,"n-a",19,6,6,4,11,"L","L",1,0.779,28,11,6,4,6,6,1,1,1,5,5
"25780","54Y",2022-09-29,"n-a",20,6,12,4,11,"L","L",1,0.795,28,11,12,4,6,6,5,1,1,6.40312423743285,9
"25781","54Y",2022-09-29,"n-a",21,6,7,4,9,"L","L",1,0.899,28,9,7,4,6,5,2,1,1,4.12310562561766,5
"25782","54Y",2022-09-29,"n-a",22,6,8,4,14,"L","L",1,0.723,28,14,8,4,6,7,3,1,1,6.32455532033676,8
"25783","54Y",2022-09-29,"n-a",23,16,6,11,4,"R","R",1,1.346,28,11,16,4,6,6,7,1,1,7.81024967590665,11
"25784","54Y",2022-09-29,"n-a",24,6,12,4,6,"L","L",1,0.725,28,6,12,4,6,3,5,1,1,4.47213595499958,6
"25785","54Y",2022-09-29,"n-a",25,6,6,4,17,"L","L",1,0.637,28,17,6,4,6,8,1,1,1,7,7
"25786","54Y",2022-09-29,"n-a",26,6,19,4,11,"L","L",1,0.822,28,11,19,4,6,6,8,1,1,8.60232526704263,12
"25787","54Y",2022-09-29,"n-a",27,7,6,14,4,"R","R",1,1.83,28,14,7,4,6,7,2,1,1,6.08276253029822,7
"25788","54Y",2022-09-29,"n-a",28,22,6,4,4,"R","R",1,1.301,28,4,22,4,6,1,9,1,1,8,8
"25789","54Y",2022-09-29,"n-a",29,10,6,4,4,"R","L",0,0.864,28,4,10,4,6,1,4,1,1,3,3
"25790","54Y",2022-09-29,"n-a",30,16,6,7,4,"R","R",1,0.806,28,7,16,4,6,4,7,1,1,6.70820393249937,9
"25791","54Y",2022-09-29,"n-a",31,6,8,4,7,"L","L",1,2.315,28,7,8,4,6,4,3,1,1,3.60555127546399,5
"25792","54Y",2022-09-29,"n-a",32,14,6,17,4,"R","R",1,1.085,28,17,14,4,6,8,6,1,1,8.60232526704263,12
"25793","54Y",2022-09-29,"n-a",33,14,6,4,4,"R","R",1,0.051,28,4,14,4,6,1,6,1,1,5,5
"25794","54Y",2022-09-29,"n-a",34,12,6,11,4,"R","R",1,1.136,28,11,12,4,6,6,5,1,1,6.40312423743285,9
"25795","54Y",2022-09-29,"n-a",35,10,6,14,4,"R","R",1,0.998,28,14,10,4,6,7,4,1,1,6.70820393249937,9
"25796","54Y",2022-09-29,"n-a",36,6,8,4,5,"L","L",1,1.132,28,5,8,4,6,2,3,1,1,2.23606797749979,3
"25797","54Y",2022-09-29,"n-a",37,14,6,14,4,"R","R",1,1.684,28,14,14,4,6,7,6,1,1,7.81024967590665,11
"25798","54Y",2022-09-29,"n-a",38,12,6,17,4,"R","R",1,1.038,28,17,12,4,6,8,5,1,1,8.06225774829855,11
"25799","54Y",2022-09-29,"n-a",39,6,19,4,7,"L","L",1,1.858,28,7,19,4,6,4,8,1,1,7.61577310586391,10
"25800","54Y",2022-09-29,"n-a",40,8,6,7,4,"R","R",1,1.074,28,7,8,4,6,4,3,1,1,3.60555127546399,5
"25801","54Y",2022-09-29,"n-a",41,19,6,17,4,"R","R",1,0.842,28,17,19,4,6,8,8,1,1,9.89949493661167,14
"25802","54Y",2022-09-29,"n-a",42,6,16,4,21,"L","L",1,4.164,28,21,16,4,6,9,7,1,1,10,14
"25803","54Y",2022-09-29,"n-a",43,8,6,9,4,"R","L",0,1.319,28,9,8,4,6,5,3,1,1,4.47213595499958,6
"25804","54Y",2022-09-29,"n-a",44,22,6,5,4,"R","R",1,1.946,28,5,22,4,6,2,9,1,1,8.06225774829855,9
"25805","54Y",2022-09-29,"n-a",45,16,6,5,4,"R","R",1,1.105,28,5,16,4,6,2,7,1,1,6.08276253029822,7
"25806","54Y",2022-09-29,"n-a",46,8,6,14,4,"R","R",1,0.733,28,14,8,4,6,7,3,1,1,6.32455532033676,8
"25807","54Y",2022-09-29,"n-a",47,6,22,4,5,"L","L",1,0.997,28,5,22,4,6,2,9,1,1,8.06225774829855,9
"25808","54Y",2022-09-29,"n-a",48,6,6,4,9,"L","L",1,1.49,28,9,6,4,6,5,1,1,1,4,4
"25809","54Y",2022-09-29,"n-a",49,6,14,4,5,"L","L",1,0.977,28,5,14,4,6,2,6,1,1,5.09901951359278,6
"25810","54Y",2022-09-29,"n-a",50,6,16,4,6,"L","L",1,1.293,28,6,16,4,6,3,7,1,1,6.32455532033676,8
"25811","54Y",2022-09-29,"n-a",51,19,6,21,4,"R","R",1,2.381,28,21,19,4,6,9,8,1,1,10.6301458127346,15
"25812","54Y",2022-09-29,"n-a",52,8,6,21,4,"R","R",1,1.054,28,21,8,4,6,9,3,1,1,8.24621125123532,10
"25813","54Y",2022-09-29,"n-a",53,6,16,4,11,"L","L",1,1.042,28,11,16,4,6,6,7,1,1,7.81024967590665,11
