"","bird","date","task","trial","numLeft","numRight","areaLeft","areaRight","correct","choice","accuracy","RT","session","areaIncorrect","numIncorrect","areaCorrect","numCorrect","T_areaInc","T_numInc","T_areaCorr","T_numCorr","Euclidean","CityBlock"
"33242","56Y",2022-09-08,"N-A",122,19,22,4,21,"R","R",1,0.5,7,4,19,21,22,1,8,9,9,8.06225774829855,9
"33243","56Y",2022-09-08,"N-A",123,22,8,21,5,"L","L",1,0.925,7,5,8,21,22,2,3,9,9,9.21954445729289,13
"33244","56Y",2022-09-08,"N-A",124,8,22,21,21,"R","R",1,0.657,7,21,8,21,22,9,3,9,9,6,6
"33245","56Y",2022-09-08,"N-A",125,22,12,21,9,"L","L",1,1.25,7,9,12,21,22,5,5,9,9,5.65685424949238,8
"33246","56Y",2022-09-08,"N-A",126,6,22,6,21,"R","R",1,0.573,7,6,6,21,22,3,1,9,9,10,14
"33247","56Y",2022-09-08,"N-A",127,12,22,5,21,"R","R",1,0.604,7,5,12,21,22,2,5,9,9,8.06225774829855,11
"33248","56Y",2022-09-08,"N-A",128,22,16,21,21,"L","L",1,1.435,7,21,16,21,22,9,7,9,9,2,2
"33249","56Y",2022-09-08,"N-A",129,10,22,14,21,"R","R",1,0.553,7,14,10,21,22,7,4,9,9,5.3851648071345,7
"33250","56Y",2022-09-08,"N-A",130,16,22,17,21,"R","R",1,0.509,7,17,16,21,22,8,7,9,9,2.23606797749979,3
"33251","56Y",2022-09-08,"N-A",131,22,12,21,7,"L","L",1,1.507,7,7,12,21,22,4,5,9,9,6.40312423743285,9
"33252","56Y",2022-09-08,"N-A",132,22,7,21,14,"L","L",1,0.846,7,14,7,21,22,7,2,9,9,7.28010988928052,9
"33253","56Y",2022-09-08,"N-A",133,22,22,21,17,"L","L",1,0.937,7,17,22,21,22,8,9,9,9,1,1
"33254","56Y",2022-09-08,"N-A",134,22,10,21,5,"L","L",1,1.666,7,5,10,21,22,2,4,9,9,8.60232526704263,12
"33255","56Y",2022-09-08,"N-A",135,7,22,7,21,"R","R",1,0.816,7,7,7,21,22,4,2,9,9,8.60232526704263,12
"33256","56Y",2022-09-08,"N-A",136,16,22,14,21,"R","R",1,0.525,7,14,16,21,22,7,7,9,9,2.82842712474619,4
"33257","56Y",2022-09-08,"N-A",137,22,14,21,7,"L","L",1,0.925,7,7,14,21,22,4,6,9,9,5.8309518948453,8
"33258","56Y",2022-09-08,"N-A",138,22,14,21,21,"L","R",0,0.646,7,21,14,21,22,9,6,9,9,3,3
"33259","56Y",2022-09-08,"N-A",139,16,22,5,21,"R","R",1,0.489,7,5,16,21,22,2,7,9,9,7.28010988928052,9
"33260","56Y",2022-09-08,"N-A",140,6,22,21,21,"R","R",1,1.176,7,21,6,21,22,9,1,9,9,8,8
"33261","56Y",2022-09-08,"N-A",141,22,19,21,7,"L","L",1,1.261,7,7,19,21,22,4,8,9,9,5.09901951359278,6
"33262","56Y",2022-09-08,"N-A",142,6,22,4,21,"R","R",1,0.815,7,4,6,21,22,1,1,9,9,11.3137084989848,16
"33263","56Y",2022-09-08,"N-A",143,22,22,9,21,"R","R",1,0.523,7,9,22,21,22,5,9,9,9,4,4
"33264","56Y",2022-09-08,"N-A",144,22,14,21,9,"L","L",1,1.169,7,9,14,21,22,5,6,9,9,5,7
"33265","56Y",2022-09-08,"N-A",145,8,22,6,21,"R","R",1,0.641,7,6,8,21,22,3,3,9,9,8.48528137423857,12
"33266","56Y",2022-09-08,"N-A",146,6,22,17,21,"R","R",1,0.541,7,17,6,21,22,8,1,9,9,8.06225774829855,9
"33267","56Y",2022-09-08,"N-A",147,22,22,21,11,"L","L",1,1.075,7,11,22,21,22,6,9,9,9,3,3
"33268","56Y",2022-09-08,"N-A",148,22,8,21,4,"L","L",1,1.117,7,4,8,21,22,1,3,9,9,10,14
"33269","56Y",2022-09-08,"N-A",149,22,19,21,21,"L","R",0,0.567,7,21,19,21,22,9,8,9,9,1,1
"33270","56Y",2022-09-08,"N-A",150,22,7,21,7,"L","L",1,0.854,7,7,7,21,22,4,2,9,9,8.60232526704263,12
"33271","56Y",2022-09-08,"N-A",151,22,19,21,17,"L","L",1,1.029,7,17,19,21,22,8,8,9,9,1.4142135623731,2
"33272","56Y",2022-09-08,"N-A",152,22,14,21,5,"L","L",1,1.663,7,5,14,21,22,2,6,9,9,7.61577310586391,10
"33273","56Y",2022-09-08,"N-A",153,22,8,21,21,"L","R",0,0.565,7,21,8,21,22,9,3,9,9,6,6
"33274","56Y",2022-09-08,"N-A",154,22,22,14,21,"R","R",1,0.523,7,14,22,21,22,7,9,9,9,2,2
"33275","56Y",2022-09-08,"N-A",155,6,22,9,21,"R","R",1,0.465,7,9,6,21,22,5,1,9,9,8.94427190999916,12
"33276","56Y",2022-09-08,"N-A",156,22,8,21,9,"L","L",1,1.001,7,9,8,21,22,5,3,9,9,7.21110255092798,10
"33277","56Y",2022-09-08,"N-A",157,8,22,9,21,"R","R",1,0.641,7,9,8,21,22,5,3,9,9,7.21110255092798,10
"33278","56Y",2022-09-08,"N-A",158,22,16,21,17,"L","L",1,1.105,7,17,16,21,22,8,7,9,9,2.23606797749979,3
"33279","56Y",2022-09-08,"N-A",159,22,22,21,5,"L","L",1,1.441,7,5,22,21,22,2,9,9,9,7,7
"33280","56Y",2022-09-08,"N-A",160,8,22,4,21,"R","R",1,0.484,7,4,8,21,22,1,3,9,9,10,14
"33281","56Y",2022-09-09,"N-A",1,22,22,21,11,"L","L",1,1.116,8,11,22,21,22,6,9,9,9,3,3
"33282","56Y",2022-09-09,"N-A",2,12,22,17,21,"R","R",1,0.441,8,17,12,21,22,8,5,9,9,4.12310562561766,5
"33283","56Y",2022-09-09,"N-A",3,10,22,7,21,"R","R",1,0.488,8,7,10,21,22,4,4,9,9,7.07106781186548,10
"33284","56Y",2022-09-09,"N-A",4,22,8,21,11,"L","L",1,1.357,8,11,8,21,22,6,3,9,9,6.70820393249937,9
"33285","56Y",2022-09-09,"N-A",5,22,7,21,7,"L","L",1,0.767,8,7,7,21,22,4,2,9,9,8.60232526704263,12
"33286","56Y",2022-09-09,"N-A",6,22,6,21,17,"L","L",1,0.889,8,17,6,21,22,8,1,9,9,8.06225774829855,9
"33287","56Y",2022-09-09,"N-A",7,14,22,11,21,"R","R",1,0.457,8,11,14,21,22,6,6,9,9,4.24264068711928,6
"33288","56Y",2022-09-09,"N-A",8,22,7,21,9,"L","L",1,0.779,8,9,7,21,22,5,2,9,9,8.06225774829855,11
"33289","56Y",2022-09-09,"N-A",9,22,16,21,21,"L","L",1,0.821,8,21,16,21,22,9,7,9,9,2,2
"33290","56Y",2022-09-09,"N-A",10,22,12,21,9,"L","L",1,1.291,8,9,12,21,22,5,5,9,9,5.65685424949238,8
"33291","56Y",2022-09-09,"N-A",11,22,6,21,9,"L","L",1,0.781,8,9,6,21,22,5,1,9,9,8.94427190999916,12
"33292","56Y",2022-09-09,"N-A",12,22,8,21,6,"L","L",1,0.748,8,6,8,21,22,3,3,9,9,8.48528137423857,12
"33293","56Y",2022-09-09,"N-A",13,22,10,21,17,"L","L",1,0.581,8,17,10,21,22,8,4,9,9,5.09901951359278,6
"33294","56Y",2022-09-09,"N-A",14,8,22,6,21,"R","R",1,0.509,8,6,8,21,22,3,3,9,9,8.48528137423857,12
"33295","56Y",2022-09-09,"N-A",15,22,22,5,21,"R","R",1,0.484,8,5,22,21,22,2,9,9,9,7,7
"33296","56Y",2022-09-09,"N-A",16,7,22,11,21,"R","R",1,0.661,8,11,7,21,22,6,2,9,9,7.61577310586391,10
"33297","56Y",2022-09-09,"N-A",17,19,22,17,21,"R","R",1,0.432,8,17,19,21,22,8,8,9,9,1.4142135623731,2
"33298","56Y",2022-09-09,"N-A",18,14,22,21,21,"R","R",1,0.463,8,21,14,21,22,9,6,9,9,3,3
"33299","56Y",2022-09-09,"N-A",19,22,12,21,17,"L","R",0,0.623,8,17,12,21,22,8,5,9,9,4.12310562561766,5
"33300","56Y",2022-09-09,"N-A",20,14,22,5,21,"R","R",1,0.539,8,5,14,21,22,2,6,9,9,7.61577310586391,10
"33301","56Y",2022-09-09,"N-A",21,8,22,7,21,"R","R",1,0.537,8,7,8,21,22,4,3,9,9,7.81024967590665,11
"33302","56Y",2022-09-09,"N-A",22,22,6,21,14,"L","R",0,0.493,8,14,6,21,22,7,1,9,9,8.24621125123532,10
"33303","56Y",2022-09-09,"N-A",23,22,7,21,21,"L","R",0,0.502,8,21,7,21,22,9,2,9,9,7,7
"33304","56Y",2022-09-09,"N-A",24,22,22,21,9,"L","R",0,0.657,8,9,22,21,22,5,9,9,9,4,4
"33305","56Y",2022-09-09,"N-A",25,8,22,9,21,"R","R",1,0.482,8,9,8,21,22,5,3,9,9,7.21110255092798,10
"33306","56Y",2022-09-09,"N-A",26,22,14,21,6,"L","L",1,0.847,8,6,14,21,22,3,6,9,9,6.70820393249937,9
"33307","56Y",2022-09-09,"N-A",27,22,16,21,7,"L","L",1,0.761,8,7,16,21,22,4,7,9,9,5.3851648071345,7
"33308","56Y",2022-09-09,"N-A",28,14,22,9,21,"R","R",1,0.427,8,9,14,21,22,5,6,9,9,5,7
"33309","56Y",2022-09-09,"N-A",29,22,22,21,4,"L","L",1,0.912,8,4,22,21,22,1,9,9,9,8,8
"33310","56Y",2022-09-09,"N-A",30,22,19,21,7,"L","L",1,0.831,8,7,19,21,22,4,8,9,9,5.09901951359278,6
"33311","56Y",2022-09-09,"N-A",31,22,7,21,5,"L","L",1,1.075,8,5,7,21,22,2,2,9,9,9.89949493661167,14
"33312","56Y",2022-09-09,"N-A",32,22,16,21,4,"L","L",1,0.7,8,4,16,21,22,1,7,9,9,8.24621125123532,10
"33313","56Y",2022-09-09,"N-A",33,6,22,14,21,"R","R",1,0.62,8,14,6,21,22,7,1,9,9,8.24621125123532,10
"33314","56Y",2022-09-09,"N-A",34,22,12,21,4,"L","L",1,0.736,8,4,12,21,22,1,5,9,9,8.94427190999916,12
"33315","56Y",2022-09-09,"N-A",35,22,7,21,4,"L","L",1,0.734,8,4,7,21,22,1,2,9,9,10.6301458127346,15
"33316","56Y",2022-09-09,"N-A",36,12,22,6,21,"R","R",1,0.403,8,6,12,21,22,3,5,9,9,7.21110255092798,10
"33317","56Y",2022-09-09,"N-A",37,6,22,21,21,"R","R",1,0.704,8,21,6,21,22,9,1,9,9,8,8
"33318","56Y",2022-09-09,"N-A",38,7,22,14,21,"R","R",1,0.413,8,14,7,21,22,7,2,9,9,7.28010988928052,9
"33319","56Y",2022-09-09,"N-A",39,22,8,21,9,"L","L",1,0.525,8,9,8,21,22,5,3,9,9,7.21110255092798,10
"33320","56Y",2022-09-09,"N-A",40,6,22,4,21,"R","R",1,0.538,8,4,6,21,22,1,1,9,9,11.3137084989848,16
"33321","56Y",2022-09-09,"N-A",41,10,22,5,21,"R","R",1,0.545,8,5,10,21,22,2,4,9,9,8.60232526704263,12
"33322","56Y",2022-09-09,"N-A",42,14,22,14,21,"R","R",1,0.525,8,14,14,21,22,7,6,9,9,3.60555127546399,5
"33323","56Y",2022-09-09,"N-A",43,22,12,21,14,"L","L",1,0.897,8,14,12,21,22,7,5,9,9,4.47213595499958,6
"33324","56Y",2022-09-09,"N-A",44,22,22,7,21,"R","R",1,0.52,8,7,22,21,22,4,9,9,9,5,5
"33325","56Y",2022-09-09,"N-A",45,22,22,21,6,"L","L",1,0.876,8,6,22,21,22,3,9,9,9,6,6
"33326","56Y",2022-09-09,"N-A",46,22,14,21,5,"L","L",1,0.915,8,5,14,21,22,2,6,9,9,7.61577310586391,10
"33327","56Y",2022-09-09,"N-A",47,22,19,21,5,"L","L",1,0.797,8,5,19,21,22,2,8,9,9,7.07106781186548,8
"33328","56Y",2022-09-09,"N-A",48,22,14,21,9,"L","L",1,0.677,8,9,14,21,22,5,6,9,9,5,7
"33329","56Y",2022-09-09,"N-A",49,16,22,17,21,"R","R",1,0.556,8,17,16,21,22,8,7,9,9,2.23606797749979,3
"33330","56Y",2022-09-09,"N-A",50,10,22,9,21,"R","R",1,0.526,8,9,10,21,22,5,4,9,9,6.40312423743285,9
"33331","56Y",2022-09-09,"N-A",51,19,22,6,21,"R","R",1,0.532,8,6,19,21,22,3,8,9,9,6.08276253029822,7
"33332","56Y",2022-09-09,"N-A",52,22,14,21,11,"L","L",1,0.86,8,11,14,21,22,6,6,9,9,4.24264068711928,6
"33333","56Y",2022-09-09,"N-A",53,22,10,21,7,"L","L",1,1.636,8,7,10,21,22,4,4,9,9,7.07106781186548,10
"33334","56Y",2022-09-09,"N-A",54,22,22,14,21,"R","R",1,0.469,8,14,22,21,22,7,9,9,9,2,2
"33335","56Y",2022-09-09,"N-A",55,22,12,21,7,"L","L",1,1.386,8,7,12,21,22,4,5,9,9,6.40312423743285,9
"33336","56Y",2022-09-09,"N-A",56,22,6,21,21,"L","L",1,1.621,8,21,6,21,22,9,1,9,9,8,8
"33337","56Y",2022-09-09,"N-A",57,8,22,17,21,"R","R",1,0.497,8,17,8,21,22,8,3,9,9,6.08276253029822,7
"33338","56Y",2022-09-09,"N-A",58,22,7,21,11,"L","L",1,0.821,8,11,7,21,22,6,2,9,9,7.61577310586391,10
"33339","56Y",2022-09-09,"N-A",59,7,22,4,21,"R","R",1,0.509,8,4,7,21,22,1,2,9,9,10.6301458127346,15
"33340","56Y",2022-09-09,"N-A",60,14,22,17,21,"R","R",1,0.551,8,17,14,21,22,8,6,9,9,3.16227766016838,4
"33341","56Y",2022-09-09,"N-A",61,22,22,9,21,"R","R",1,0.73,8,9,22,21,22,5,9,9,9,4,4
"33342","56Y",2022-09-09,"N-A",62,22,22,21,7,"L","L",1,1.083,8,7,22,21,22,4,9,9,9,5,5
"33343","56Y",2022-09-09,"N-A",63,22,22,21,14,"L","R",0,0.564,8,14,22,21,22,7,9,9,9,2,2
"33344","56Y",2022-09-09,"N-A",64,22,12,21,21,"L","L",1,0.949,8,21,12,21,22,9,5,9,9,4,4
"33345","56Y",2022-09-09,"N-A",65,22,22,11,21,"R","R",1,0.461,8,11,22,21,22,6,9,9,9,3,3
"33346","56Y",2022-09-09,"N-A",66,12,22,11,21,"R","R",1,0.493,8,11,12,21,22,6,5,9,9,5,7
"33347","56Y",2022-09-09,"N-A",67,22,8,21,5,"L","L",1,0.949,8,5,8,21,22,2,3,9,9,9.21954445729289,13
"33348","56Y",2022-09-09,"N-A",68,22,19,21,4,"L","L",1,1.3,8,4,19,21,22,1,8,9,9,8.06225774829855,9
"33349","56Y",2022-09-09,"N-A",69,22,22,4,21,"R","R",1,0.468,8,4,22,21,22,1,9,9,9,8,8
"33350","56Y",2022-09-09,"N-A",70,10,22,4,21,"R","R",1,0.517,8,4,10,21,22,1,4,9,9,9.4339811320566,13
"33351","56Y",2022-09-09,"N-A",71,8,22,14,21,"R","R",1,0.609,8,14,8,21,22,7,3,9,9,6.32455532033676,8
"33352","56Y",2022-09-09,"N-A",72,12,22,7,21,"R","R",1,0.533,8,7,12,21,22,4,5,9,9,6.40312423743285,9
"33353","56Y",2022-09-09,"N-A",73,22,12,21,11,"L","L",1,1.236,8,11,12,21,22,6,5,9,9,5,7
"33354","56Y",2022-09-09,"N-A",74,22,14,21,7,"L","L",1,0.889,8,7,14,21,22,4,6,9,9,5.8309518948453,8
"33355","56Y",2022-09-09,"N-A",75,19,22,21,21,"R","L",0,0.573,8,21,19,21,22,9,8,9,9,1,1
"33356","56Y",2022-09-09,"N-A",76,22,19,21,21,"L","R",0,0.464,8,21,19,21,22,9,8,9,9,1,1
"33357","56Y",2022-09-09,"N-A",77,6,22,6,21,"R","R",1,0.453,8,6,6,21,22,3,1,9,9,10,14
"33358","56Y",2022-09-09,"N-A",78,22,22,6,21,"R","R",1,0.415,8,6,22,21,22,3,9,9,9,6,6
"33359","56Y",2022-09-09,"N-A",79,16,22,14,21,"R","R",1,0.425,8,14,16,21,22,7,7,9,9,2.82842712474619,4
"33360","56Y",2022-09-09,"N-A",80,22,10,21,11,"L","L",1,1.188,8,11,10,21,22,6,4,9,9,5.8309518948453,8
"33361","56Y",2022-09-09,"N-A",81,19,22,14,21,"R","R",1,0.449,8,14,19,21,22,7,8,9,9,2.23606797749979,3
"33362","56Y",2022-09-09,"N-A",82,22,16,21,9,"L","L",1,0.845,8,9,16,21,22,5,7,9,9,4.47213595499958,6
"33363","56Y",2022-09-09,"N-A",83,16,22,9,21,"R","R",1,0.56,8,9,16,21,22,5,7,9,9,4.47213595499958,6
"33364","56Y",2022-09-09,"N-A",84,22,14,21,17,"L","L",1,0.895,8,17,14,21,22,8,6,9,9,3.16227766016838,4
"33365","56Y",2022-09-09,"N-A",85,16,22,21,21,"R","R",1,0.625,8,21,16,21,22,9,7,9,9,2,2
"33366","56Y",2022-09-09,"N-A",86,22,14,21,21,"L","R",0,0.481,8,21,14,21,22,9,6,9,9,3,3
"33367","56Y",2022-09-09,"N-A",87,19,22,5,21,"R","L",0,0.032,8,5,19,21,22,2,8,9,9,7.07106781186548,8
"33368","56Y",2022-09-09,"N-A",88,22,12,21,5,"L","L",1,0.805,8,5,12,21,22,2,5,9,9,8.06225774829855,11
"33369","56Y",2022-09-09,"N-A",89,22,22,21,17,"L","L",1,0.889,8,17,22,21,22,8,9,9,9,1,1
"33370","56Y",2022-09-09,"N-A",90,22,10,21,5,"L","L",1,0.837,8,5,10,21,22,2,4,9,9,8.60232526704263,12
"33371","56Y",2022-09-09,"N-A",91,22,8,21,17,"L","L",1,0.981,8,17,8,21,22,8,3,9,9,6.08276253029822,7
"33372","56Y",2022-09-09,"N-A",92,8,22,4,21,"R","R",1,0.58,8,4,8,21,22,1,3,9,9,10,14
"33373","56Y",2022-09-09,"N-A",93,22,14,21,14,"L","L",1,1.369,8,14,14,21,22,7,6,9,9,3.60555127546399,5
"33374","56Y",2022-09-09,"N-A",94,14,22,4,21,"R","R",1,0.933,8,4,14,21,22,1,6,9,9,8.54400374531753,11
"33375","56Y",2022-09-09,"N-A",95,12,22,5,21,"R","R",1,0.421,8,5,12,21,22,2,5,9,9,8.06225774829855,11
"33376","56Y",2022-09-09,"N-A",96,8,22,5,21,"R","R",1,0.504,8,5,8,21,22,2,3,9,9,9.21954445729289,13
"33377","56Y",2022-09-09,"N-A",97,6,22,9,21,"R","R",1,0.629,8,9,6,21,22,5,1,9,9,8.94427190999916,12
"33378","56Y",2022-09-09,"N-A",98,22,10,21,14,"L","L",1,0.997,8,14,10,21,22,7,4,9,9,5.3851648071345,7
"33379","56Y",2022-09-09,"N-A",99,22,14,21,4,"L","L",1,1.233,8,4,14,21,22,1,6,9,9,8.54400374531753,11
"33380","56Y",2022-09-09,"N-A",100,22,8,21,4,"L","L",1,0.943,8,4,8,21,22,1,3,9,9,10,14
"33381","56Y",2022-09-09,"N-A",101,22,19,21,6,"L","L",1,1.62,8,6,19,21,22,3,8,9,9,6.08276253029822,7
"33382","56Y",2022-09-09,"N-A",102,8,22,21,21,"R","R",1,0.465,8,21,8,21,22,9,3,9,9,6,6
"33383","56Y",2022-09-09,"N-A",103,7,22,17,21,"R","R",1,0.763,8,17,7,21,22,8,2,9,9,7.07106781186548,8
"33384","56Y",2022-09-09,"N-A",104,19,22,9,21,"R","L",0,0.039,8,9,19,21,22,5,8,9,9,4.12310562561766,5
"33385","56Y",2022-09-09,"N-A",105,19,22,7,21,"R","R",1,0.493,8,7,19,21,22,4,8,9,9,5.09901951359278,6
"33386","56Y",2022-09-09,"N-A",106,22,7,21,14,"L","L",1,1.916,8,14,7,21,22,7,2,9,9,7.28010988928052,9
"33387","56Y",2022-09-09,"N-A",107,12,22,4,21,"R","R",1,0.464,8,4,12,21,22,1,5,9,9,8.94427190999916,12
"33388","56Y",2022-09-09,"N-A",108,7,22,9,21,"R","R",1,0.509,8,9,7,21,22,5,2,9,9,8.06225774829855,11
"33389","56Y",2022-09-09,"N-A",109,8,22,11,21,"R","L",0,1.391,8,11,8,21,22,6,3,9,9,6.70820393249937,9
"33390","56Y",2022-09-09,"N-A",110,7,22,7,21,"R","R",1,1.145,8,7,7,21,22,4,2,9,9,8.60232526704263,12
"33391","56Y",2022-09-09,"N-A",111,22,16,21,14,"L","R",0,0.58,8,14,16,21,22,7,7,9,9,2.82842712474619,4
"33392","56Y",2022-09-09,"N-A",112,6,22,5,21,"R","R",1,0.481,8,5,6,21,22,2,1,9,9,10.6301458127346,15
"33393","56Y",2022-09-09,"N-A",113,22,6,21,6,"L","L",1,1.153,8,6,6,21,22,3,1,9,9,10,14
"33394","56Y",2022-09-09,"N-A",114,6,22,11,21,"R","R",1,0.468,8,11,6,21,22,6,1,9,9,8.54400374531753,11
"33395","56Y",2022-09-09,"N-A",115,14,22,6,21,"R","R",1,0.674,8,6,14,21,22,3,6,9,9,6.70820393249937,9
"33396","56Y",2022-09-09,"N-A",116,22,8,21,7,"L","L",1,0.885,8,7,8,21,22,4,3,9,9,7.81024967590665,11
"33397","56Y",2022-09-09,"N-A",117,22,22,21,5,"L","L",1,0.972,8,5,22,21,22,2,9,9,9,7,7
"33398","56Y",2022-09-09,"N-A",118,22,6,21,7,"L","L",1,0.821,8,7,6,21,22,4,1,9,9,9.4339811320566,13
"33399","56Y",2022-09-09,"N-A",119,16,22,7,21,"R","R",1,0.568,8,7,16,21,22,4,7,9,9,5.3851648071345,7
"33400","56Y",2022-09-09,"N-A",120,22,6,21,5,"L","L",1,1.228,8,5,6,21,22,2,1,9,9,10.6301458127346,15
"33401","56Y",2022-09-09,"N-A",121,22,16,21,5,"L","L",1,0.778,8,5,16,21,22,2,7,9,9,7.28010988928052,9
"33402","56Y",2022-09-09,"N-A",122,22,19,21,9,"L","L",1,1.202,8,9,19,21,22,5,8,9,9,4.12310562561766,5
"33403","56Y",2022-09-09,"N-A",123,16,22,11,21,"R","R",1,0.536,8,11,16,21,22,6,7,9,9,3.60555127546399,5
"33404","56Y",2022-09-09,"N-A",124,22,7,21,6,"L","L",1,0.72,8,6,7,21,22,3,2,9,9,9.21954445729289,13
"33405","56Y",2022-09-09,"N-A",125,22,7,21,17,"L","L",1,0.915,8,17,7,21,22,8,2,9,9,7.07106781186548,8
"33406","56Y",2022-09-09,"N-A",126,6,22,7,21,"R","R",1,0.622,8,7,6,21,22,4,1,9,9,9.4339811320566,13
"33407","56Y",2022-09-09,"N-A",127,22,10,21,21,"L","L",1,1.162,8,21,10,21,22,9,4,9,9,5,5
"33408","56Y",2022-09-09,"N-A",128,10,22,6,21,"R","R",1,0.52,8,6,10,21,22,3,4,9,9,7.81024967590665,11
"33409","56Y",2022-09-09,"N-A",129,10,22,17,21,"R","R",1,1.046,8,17,10,21,22,8,4,9,9,5.09901951359278,6
"33410","56Y",2022-09-09,"N-A",130,7,22,5,21,"R","R",1,0.793,8,5,7,21,22,2,2,9,9,9.89949493661167,14
"33411","56Y",2022-09-09,"N-A",131,12,22,21,21,"R","L",0,1.025,8,21,12,21,22,9,5,9,9,4,4
"33412","56Y",2022-09-09,"N-A",132,22,10,21,4,"L","L",1,0.993,8,4,10,21,22,1,4,9,9,9.4339811320566,13
"33413","56Y",2022-09-09,"N-A",133,22,12,21,6,"L","L",1,1.251,8,6,12,21,22,3,5,9,9,7.21110255092798,10
"33414","56Y",2022-09-09,"N-A",134,22,16,21,6,"L","L",1,2.224,8,6,16,21,22,3,7,9,9,6.32455532033676,8
"33415","56Y",2022-09-09,"N-A",135,10,22,14,21,"R","R",1,0.837,8,14,10,21,22,7,4,9,9,5.3851648071345,7
"33416","56Y",2022-09-09,"N-A",136,22,6,21,11,"L","R",0,0.497,8,11,6,21,22,6,1,9,9,8.54400374531753,11
"33417","56Y",2022-09-09,"N-A",137,22,22,17,21,"R","R",1,0.535,8,17,22,21,22,8,9,9,9,1,1
"33418","56Y",2022-09-09,"N-A",138,22,6,21,4,"L","L",1,1.621,8,4,6,21,22,1,1,9,9,11.3137084989848,16
"33419","56Y",2022-09-09,"N-A",139,22,19,21,17,"L","L",1,0.864,8,17,19,21,22,8,8,9,9,1.4142135623731,2
"33420","56Y",2022-09-09,"N-A",140,19,22,4,21,"R","R",1,0.572,8,4,19,21,22,1,8,9,9,8.06225774829855,9
"33421","56Y",2022-09-09,"N-A",141,22,10,21,6,"L","L",1,0.934,8,6,10,21,22,3,4,9,9,7.81024967590665,11
"33422","56Y",2022-09-09,"N-A",142,22,8,21,21,"L","L",1,1.961,8,21,8,21,22,9,3,9,9,6,6
"33423","56Y",2022-09-09,"N-A",143,12,22,14,21,"R","R",1,0.508,8,14,12,21,22,7,5,9,9,4.47213595499958,6
"33424","56Y",2022-09-09,"N-A",144,14,22,7,21,"R","R",1,0.444,8,7,14,21,22,4,6,9,9,5.8309518948453,8
"33425","56Y",2022-09-09,"N-A",145,19,22,11,21,"R","R",1,0.627,8,11,19,21,22,6,8,9,9,3.16227766016838,4
"33426","56Y",2022-09-09,"N-A",146,7,22,21,21,"R","R",1,0.531,8,21,7,21,22,9,2,9,9,7,7
"33427","56Y",2022-09-09,"N-A",147,22,16,21,17,"L","L",1,0.876,8,17,16,21,22,8,7,9,9,2.23606797749979,3
"33428","56Y",2022-09-09,"N-A",148,10,22,11,21,"R","R",1,0.616,8,11,10,21,22,6,4,9,9,5.8309518948453,8
"33429","56Y",2022-09-09,"N-A",149,16,22,4,21,"R","R",1,0.487,8,4,16,21,22,1,7,9,9,8.24621125123532,10
"33430","56Y",2022-09-09,"N-A",150,16,22,6,21,"R","R",1,0.689,8,6,16,21,22,3,7,9,9,6.32455532033676,8
"33431","56Y",2022-09-09,"N-A",151,22,16,21,11,"L","L",1,1.493,8,11,16,21,22,6,7,9,9,3.60555127546399,5
"33432","56Y",2022-09-09,"N-A",152,22,10,21,9,"L","L",1,0.933,8,9,10,21,22,5,4,9,9,6.40312423743285,9
"33433","56Y",2022-09-09,"N-A",153,10,22,21,21,"R","R",1,0.477,8,21,10,21,22,9,4,9,9,5,5
"33434","56Y",2022-09-09,"N-A",154,22,19,21,11,"L","L",1,1.601,8,11,19,21,22,6,8,9,9,3.16227766016838,4
"33435","56Y",2022-09-09,"N-A",155,6,22,17,21,"R","R",1,0.622,8,17,6,21,22,8,1,9,9,8.06225774829855,9
"33436","56Y",2022-09-09,"N-A",156,7,22,6,21,"R","R",1,0.452,8,6,7,21,22,3,2,9,9,9.21954445729289,13
"33437","56Y",2022-09-09,"N-A",157,16,22,5,21,"R","R",1,0.404,8,5,16,21,22,2,7,9,9,7.28010988928052,9
"33438","56Y",2022-09-09,"N-A",158,12,22,9,21,"R","R",1,0.653,8,9,12,21,22,5,5,9,9,5.65685424949238,8
"33439","56Y",2022-09-09,"N-A",159,22,19,21,14,"L","L",1,1.288,8,14,19,21,22,7,8,9,9,2.23606797749979,3
"33440","56Y",2022-09-09,"N-A",160,22,8,21,14,"L","L",1,1.044,8,14,8,21,22,7,3,9,9,6.32455532033676,8
"33441","56Y",2022-09-10,"N-A",1,22,6,21,4,"L","L",1,0.953,9,4,6,21,22,1,1,9,9,11.3137084989848,16
"33442","56Y",2022-09-10,"N-A",2,7,22,17,21,"R","L",0,1.301,9,17,7,21,22,8,2,9,9,7.07106781186548,8
"33443","56Y",2022-09-10,"N-A",3,14,22,11,21,"R","R",1,0.556,9,11,14,21,22,6,6,9,9,4.24264068711928,6
"33444","56Y",2022-09-10,"N-A",4,10,22,5,21,"R","R",1,0.614,9,5,10,21,22,2,4,9,9,8.60232526704263,12
"33445","56Y",2022-09-10,"N-A",5,22,8,21,4,"L","L",1,1.007,9,4,8,21,22,1,3,9,9,10,14
"33446","56Y",2022-09-10,"N-A",6,22,19,21,9,"L","L",1,0.857,9,9,19,21,22,5,8,9,9,4.12310562561766,5
"33447","56Y",2022-09-10,"N-A",7,22,19,21,21,"L","L",1,0.716,9,21,19,21,22,9,8,9,9,1,1
