"","bird","session","accuracy","Euclidean","CityBlock"
"30811","54Y",59,0,1,1
"30812","54Y",59,1,8.60232526704263,12
"30813","54Y",59,1,11.3137084989848,16
"30814","54Y",59,1,2.23606797749979,3
"30815","54Y",59,0,4,4
"30816","54Y",59,1,9.21954445729289,13
"30817","54Y",59,1,2.23606797749979,3
"30818","54Y",59,1,6.08276253029822,7
"30819","54Y",59,1,8.24621125123532,10
"30820","54Y",59,1,6.32455532033676,8
"30821","54Y",59,1,10,14
"30822","54Y",59,1,8.54400374531753,11
"30823","54Y",59,1,1,1
"30824","54Y",59,0,7.21110255092798,10
"30825","54Y",59,1,9.4339811320566,13
"30826","54Y",59,1,7.21110255092798,10
"30827","54Y",59,1,8.54400374531753,11
"30828","54Y",59,1,8,8
"30829","54Y",59,1,8.06225774829855,11
"30830","54Y",59,1,7.61577310586391,10
"30831","54Y",59,1,8.48528137423857,12
"30832","54Y",59,1,7.21110255092798,10
"30833","54Y",59,1,6.70820393249937,9
"30834","54Y",59,1,6.32455532033676,8
"30835","54Y",59,1,8.24621125123532,10
"30836","54Y",59,1,7.81024967590665,11
"30837","54Y",59,1,3.60555127546399,5
"30838","54Y",59,1,6.70820393249937,9
"30839","54Y",59,1,7,7
"30840","54Y",59,1,4,4
"30841","54Y",59,1,8,8
"30842","54Y",59,0,1,1
"30843","54Y",59,1,9.89949493661167,14
"30844","54Y",59,1,9.4339811320566,13
"30845","54Y",59,1,6.08276253029822,7
"30846","54Y",59,0,4.24264068711928,6
"30847","54Y",59,1,4,4
"30848","54Y",59,1,5,5
"30849","54Y",59,1,8.60232526704263,12
"30850","54Y",59,1,6.32455532033676,8
"30851","54Y",59,1,2,2
"30852","54Y",59,0,3,3
"30853","54Y",59,1,10,14
"30854","54Y",59,1,7.07106781186548,8
"30855","54Y",59,0,8.24621125123532,10
"30856","54Y",59,0,7.81024967590665,11
"30857","54Y",59,0,4.12310562561766,5
"30858","54Y",59,1,5.3851648071345,7
"30859","54Y",59,1,4,4
"30860","54Y",59,0,7.28010988928052,9
"30861","54Y",59,0,1.4142135623731,2
"30862","54Y",59,0,6.40312423743285,9
"30863","54Y",59,1,7,7
"30864","54Y",59,1,6.40312423743285,9
"30865","54Y",59,1,3.60555127546399,5
"30866","54Y",59,1,6.70820393249937,9
"30867","54Y",59,1,4.24264068711928,6
"30868","54Y",59,1,8.06225774829855,9
"30869","54Y",59,1,5,5
"30870","54Y",59,1,3.60555127546399,5
"30871","54Y",59,1,7.28010988928052,9
"30872","54Y",59,1,1.4142135623731,2
"30873","54Y",59,1,4.47213595499958,6
"30874","54Y",59,1,8.06225774829855,9
"30875","54Y",59,1,8.06225774829855,11
"30876","54Y",59,1,5,7
"30877","54Y",59,1,8.60232526704263,12
"30878","54Y",59,1,6,6
"30879","54Y",59,1,7.61577310586391,10
"30880","54Y",59,1,9.89949493661167,14
"30881","54Y",60,0,9.4339811320566,13
"30882","54Y",60,1,2,2
"30883","54Y",60,1,3.16227766016838,4
"30884","54Y",60,1,2.23606797749979,3
"30885","54Y",60,1,6.70820393249937,9
"30886","54Y",60,1,7.21110255092798,10
"30887","54Y",60,1,6,6
"30888","54Y",60,0,2.23606797749979,3
"30889","54Y",60,1,5.8309518948453,8
"30890","54Y",60,1,6.32455532033676,8
"30891","54Y",60,0,1.4142135623731,2
"30892","54Y",60,1,8.54400374531753,11
"30893","54Y",60,0,3,3
"30894","54Y",60,1,8.06225774829855,11
"30895","54Y",60,1,8.94427190999916,12
"30896","54Y",60,1,10,14
"30897","54Y",60,1,8.94427190999916,12
"30898","54Y",60,1,4.47213595499958,6
"30899","54Y",60,1,10.6301458127346,15
"30900","54Y",60,1,9.4339811320566,13
"30901","54Y",60,1,5.09901951359278,6
"30902","54Y",60,1,5.3851648071345,7
"30903","54Y",60,1,1,1
"30904","54Y",60,0,2,2
"30905","54Y",60,1,4.24264068711928,6
"30906","54Y",60,1,3.60555127546399,5
"30907","54Y",60,1,10.6301458127346,15
"30908","54Y",60,1,8.24621125123532,10
"30909","54Y",60,1,5,7
"30910","54Y",60,1,8.24621125123532,10
"30911","54Y",60,1,8.60232526704263,12
"30912","54Y",60,1,8.06225774829855,9
"30913","54Y",60,1,9.89949493661167,14
"30914","54Y",60,1,7,7
"30915","54Y",60,1,5.65685424949238,8
"30916","54Y",60,1,7.81024967590665,11
"30917","54Y",60,1,6.40312423743285,9
"30918","54Y",60,1,8.94427190999916,12
"30919","54Y",60,1,7.81024967590665,11
"30920","54Y",60,1,5.3851648071345,7
"30921","54Y",60,1,6.32455532033676,8
"30922","54Y",60,1,5.3851648071345,7
"30923","54Y",60,1,6.40312423743285,9
"30924","54Y",60,1,5.65685424949238,8
"30925","54Y",60,1,7.21110255092798,10
"30926","54Y",60,1,7.81024967590665,11
"30927","54Y",60,1,9.21954445729289,13
"30928","54Y",60,1,10,14
"30929","54Y",60,1,5,5
"30930","54Y",60,1,8.06225774829855,9
"30931","54Y",60,1,8.94427190999916,12
"30932","54Y",60,1,7.61577310586391,10
"30933","54Y",60,1,7.07106781186548,8
"30934","54Y",60,1,8.54400374531753,11
"30935","54Y",60,1,6.70820393249937,9
"30936","54Y",60,1,4.12310562561766,5
"30937","54Y",60,0,2.23606797749979,3
"30938","54Y",60,1,4,4
"30939","54Y",60,1,6,6
"30940","54Y",60,1,7.61577310586391,10
"30941","54Y",60,1,6.08276253029822,7
"30942","54Y",60,0,3.16227766016838,4
"30943","54Y",60,1,8.54400374531753,11
"30944","54Y",60,1,2,2
"30945","54Y",60,1,7.07106781186548,10
"30946","54Y",60,1,4.47213595499958,6
"30947","54Y",60,1,5,7
"30948","54Y",60,1,8,8
"30949","54Y",60,1,6.08276253029822,7
"30950","54Y",60,1,9.21954445729289,13
"30951","54Y",60,1,9.21954445729289,13
"30952","54Y",60,1,9.89949493661167,14
"30953","54Y",60,0,2.82842712474619,4
"30954","54Y",60,1,7.28010988928052,9
"30955","54Y",60,1,10,14
"30956","54Y",60,1,4.12310562561766,5
"30957","54Y",60,0,4.24264068711928,6
"30958","54Y",60,1,8,8
"30959","54Y",60,1,6.32455532033676,8
"30960","54Y",60,1,10,14
"30961","54Y",60,1,2.23606797749979,3
"30962","54Y",60,1,8.24621125123532,10
"30963","54Y",60,1,8.48528137423857,12
"30964","54Y",60,1,5.09901951359278,6
"30965","54Y",60,1,11.3137084989848,16
"30966","54Y",60,1,4.12310562561766,5
"30967","54Y",60,1,9.21954445729289,13
"30968","54Y",60,1,4.47213595499958,6
"30969","54Y",60,1,10.6301458127346,15
"30970","54Y",60,1,6.40312423743285,9
"30971","54Y",60,1,5.8309518948453,8
"30972","54Y",60,1,11.3137084989848,16
"30973","54Y",60,1,6.32455532033676,8
"30974","54Y",60,1,1.4142135623731,2
"30975","54Y",60,1,5.09901951359278,6
"30976","54Y",60,0,3,3
"30977","54Y",60,1,7,7
"30978","54Y",60,1,6.70820393249937,9
"30979","54Y",60,1,7.07106781186548,8
"30980","54Y",60,1,5,5
"30981","54Y",60,1,7.28010988928052,9
"30982","54Y",60,1,2.82842712474619,4
"30983","54Y",60,1,7.07106781186548,8
"30984","54Y",60,1,5.3851648071345,7
"30985","54Y",60,1,7.61577310586391,10
"30986","54Y",60,1,7,7
"30987","54Y",60,0,5.8309518948453,8
"30988","54Y",60,1,4,4
"30989","54Y",60,1,9.4339811320566,13
"30990","54Y",60,1,8.24621125123532,10
"30991","54Y",60,1,1,1
"30992","54Y",60,1,5,5
"30993","54Y",60,1,8.48528137423857,12
"30994","54Y",60,0,8.60232526704263,12
"30995","54Y",60,0,4.47213595499958,6
"30996","54Y",60,1,8,8
"30997","54Y",60,1,6.08276253029822,7
"30998","54Y",60,1,7.21110255092798,10
"30999","54Y",60,1,8.54400374531753,11
"31000","54Y",60,1,8.06225774829855,9
"31001","54Y",60,1,6.70820393249937,9
"31002","54Y",60,1,7,7
"31003","54Y",60,1,8,8
"31004","54Y",60,1,4,4
"31005","54Y",60,1,7.28010988928052,9
"31006","54Y",60,1,3.60555127546399,5
"31007","54Y",60,0,3.16227766016838,4
"31008","54Y",60,1,7.28010988928052,9
"31009","54Y",60,1,7.07106781186548,8
"31010","54Y",60,1,7.21110255092798,10
"31011","54Y",60,1,6.08276253029822,7
"31012","54Y",60,1,7.07106781186548,10
"31013","54Y",60,1,8.60232526704263,12
"31014","54Y",60,1,6,6
"31015","54Y",60,1,3.16227766016838,4
"31016","54Y",60,1,5.09901951359278,6
"31017","54Y",60,1,8.06225774829855,11
"31018","54Y",60,1,3,3
"31019","54Y",60,1,3.60555127546399,5
"31020","54Y",60,1,6,6
"31021","54Y",60,1,5,5
"31022","54Y",60,1,3.60555127546399,5
"31023","54Y",60,0,1,1
"31024","54Y",60,1,9.4339811320566,13
"31025","54Y",60,1,7.81024967590665,11
"31026","54Y",60,1,5,7
"31027","54Y",60,0,2,2
"31028","54Y",60,1,5.8309518948453,8
"31029","54Y",60,1,8.06225774829855,9
"31030","54Y",60,1,10.6301458127346,15
"31031","54Y",60,0,1,1
"31032","54Y",60,1,8.06225774829855,11
"31033","54Y",60,1,5,7
"31034","54Y",60,1,8.06225774829855,11
"31035","54Y",60,1,6.40312423743285,9
"31036","54Y",60,1,4.12310562561766,5
"31037","54Y",60,1,4,4
"31038","54Y",60,1,3,3
"31039","54Y",60,1,8.60232526704263,12
"31040","54Y",60,1,7.61577310586391,10
"31041","54Y",61,0,8.54400374531753,11
"31042","54Y",61,1,7.07106781186548,8
"31043","54Y",61,1,7,7
"31044","54Y",61,1,9.4339811320566,13
"31045","54Y",61,0,6.40312423743285,9
"31046","54Y",61,1,8.06225774829855,11
"31047","54Y",61,1,6.08276253029822,7
"31048","54Y",61,1,6.08276253029822,7
"31049","54Y",61,1,7.28010988928052,9
"31050","54Y",61,1,2,2
"31051","54Y",61,1,8,8
"31052","54Y",61,1,8,8
"31053","54Y",61,1,7.28010988928052,9
"31054","54Y",61,1,4.12310562561766,5
"31055","54Y",61,1,2,2
"31056","54Y",61,1,8.94427190999916,12
"31057","54Y",61,1,8.94427190999916,12
"31058","54Y",61,1,8.60232526704263,12
"31059","54Y",61,1,7.07106781186548,10
"31060","54Y",61,1,3,3
"31061","54Y",61,1,5.09901951359278,6
"31062","54Y",61,0,4.47213595499958,6
"31063","54Y",61,1,6.40312423743285,9
"31064","54Y",61,1,3.60555127546399,5
"31065","54Y",61,1,6.70820393249937,9
"31066","54Y",61,1,8.06225774829855,11
"31067","54Y",61,1,7.61577310586391,10
"31068","54Y",61,1,7,7
"31069","54Y",61,1,8,8
"31070","54Y",61,1,8.60232526704263,12
"31071","54Y",61,1,8,8
"31072","54Y",61,0,3.60555127546399,5
"31073","54Y",61,1,8.24621125123532,10
"31074","54Y",61,1,7.21110255092798,10
"31075","54Y",61,1,8.06225774829855,9
"31076","54Y",61,1,5.09901951359278,6
"31077","54Y",61,1,2.82842712474619,4
"31078","54Y",61,1,1,1
"31079","54Y",61,1,9.21954445729289,13
"31080","54Y",61,1,4.47213595499958,6
"31081","54Y",61,1,8.06225774829855,9
"31082","54Y",61,1,8.24621125123532,10
"31083","54Y",61,1,4.47213595499958,6
"31084","54Y",61,1,6.32455532033676,8
"31085","54Y",61,1,7.61577310586391,10
"31086","54Y",61,1,8.60232526704263,12
"31087","54Y",61,1,4.12310562561766,5
"31088","54Y",61,1,10.6301458127346,15
"31089","54Y",61,1,8.54400374531753,11
"31090","54Y",61,1,8.06225774829855,9
"31091","54Y",61,1,2,2
"31092","54Y",61,1,5.09901951359278,6
"31093","54Y",61,1,7,7
"31094","54Y",61,1,3.60555127546399,5
"31095","54Y",61,1,5,5
"31096","54Y",61,1,7.61577310586391,10
"31097","54Y",61,1,9.4339811320566,13
"31098","54Y",61,1,5,7
"31099","54Y",61,1,6.08276253029822,7
"31100","54Y",61,1,8.24621125123532,10
"31101","54Y",61,1,7,7
"31102","54Y",61,1,4,4
"31103","54Y",61,0,3.16227766016838,4
"31104","54Y",61,1,8.06225774829855,11
"31105","54Y",61,1,6,6
"31106","54Y",61,1,10,14
"31107","54Y",61,0,5.8309518948453,8
"31108","54Y",61,1,3.60555127546399,5
"31109","54Y",61,1,6.70820393249937,9
"31110","54Y",61,1,8.54400374531753,11
"31111","54Y",61,1,2,2
"31112","54Y",61,1,7.81024967590665,11
"31113","54Y",61,1,5.8309518948453,8
"31114","54Y",61,1,7.61577310586391,10
"31115","54Y",61,0,9.21954445729289,13
"31116","54Y",61,1,9.89949493661167,14
"31117","54Y",61,1,11.3137084989848,16
"31118","54Y",61,1,8.06225774829855,11
"31119","54Y",61,1,2.23606797749979,3
"31120","54Y",61,1,6.70820393249937,9
"31121","54Y",61,1,4.24264068711928,6
"31122","54Y",61,1,5.3851648071345,7
"31123","54Y",61,1,10.6301458127346,15
"31124","54Y",61,1,10,14
"31125","54Y",61,1,6.32455532033676,8
"31126","54Y",61,1,4.24264068711928,6
"31127","54Y",61,1,4,4
"31128","54Y",61,1,4.12310562561766,5
"31129","54Y",61,1,5,5
"31130","54Y",61,1,1,1
"31131","54Y",61,1,6,6
"31132","54Y",61,1,4,4
"31133","54Y",61,1,5.65685424949238,8
"31134","54Y",61,1,9.89949493661167,14
"31135","54Y",61,1,3,3
"31136","54Y",61,1,10,14
"31137","54Y",61,1,7.07106781186548,10
"31138","54Y",61,0,3.16227766016838,4
"31139","54Y",61,1,7.21110255092798,10
"31140","54Y",61,1,8.54400374531753,11
"31141","54Y",61,1,6.40312423743285,9
"31142","54Y",61,1,3.16227766016838,4
"31143","54Y",61,1,4.12310562561766,5
"31144","54Y",61,1,1.4142135623731,2
"31145","54Y",61,1,6,6
"31146","54Y",61,1,6.70820393249937,9
"31147","54Y",61,1,7.81024967590665,11
"31148","54Y",61,1,7.07106781186548,8
"31149","54Y",61,1,9.4339811320566,13
"31150","54Y",61,0,5.3851648071345,7
"31151","54Y",61,1,8.94427190999916,12
"31152","54Y",61,1,10.6301458127346,15
"31153","54Y",61,1,6.40312423743285,9
"31154","54Y",61,1,6.08276253029822,7
"31155","54Y",61,1,9.21954445729289,13
"31156","54Y",61,1,7.28010988928052,9
"31157","54Y",61,1,5,7
"31158","54Y",61,0,1,1
"31159","54Y",61,1,5,5
"31160","54Y",61,1,7.07106781186548,8
"31161","54Y",61,1,7.81024967590665,11
"31162","54Y",61,1,6.32455532033676,8
"31163","54Y",61,1,5.65685424949238,8
"31164","54Y",61,1,5,7
"31165","54Y",61,1,8.60232526704263,12
"31166","54Y",61,0,6.32455532033676,8
"31167","54Y",61,1,11.3137084989848,16
"31168","54Y",61,1,7.07106781186548,8
"31169","54Y",61,1,7.81024967590665,11
"31170","54Y",61,0,2.23606797749979,3
"31171","54Y",61,1,5,7
"31172","54Y",61,1,9.21954445729289,13
"31173","54Y",61,1,4,4
"31174","54Y",61,1,4.47213595499958,6
"31175","54Y",61,1,5,5
"31176","54Y",61,0,1,1
"31177","54Y",61,1,3,3
"31178","54Y",61,1,8.48528137423857,12
"31179","54Y",61,1,5.3851648071345,7
"31180","54Y",61,1,6,6
"31181","54Y",61,1,7.21110255092798,10
"31182","54Y",61,1,2.82842712474619,4
"31183","54Y",61,1,8.24621125123532,10
"31184","54Y",61,0,2.23606797749979,3
"31185","54Y",61,1,5.3851648071345,7
"31186","54Y",61,1,10.6301458127346,15
"31187","54Y",61,1,8.06225774829855,9
"31188","54Y",61,1,5.8309518948453,8
"31189","54Y",61,1,3.16227766016838,4
"31190","54Y",61,0,1.4142135623731,2
"31191","54Y",61,1,5.09901951359278,6
"31192","54Y",61,1,8.94427190999916,12
"31193","54Y",61,1,9.4339811320566,13
"31194","54Y",61,1,8.48528137423857,12
"31195","54Y",61,1,7.28010988928052,9
"31196","54Y",61,1,3,3
"31197","54Y",61,0,2.23606797749979,3
"31198","54Y",61,1,10,14
"31199","54Y",61,1,7.21110255092798,10
"31200","54Y",61,1,5.8309518948453,8
"31201","54Y",62,1,4.24264068711928,6
"31202","54Y",62,1,5.65685424949238,8
"31203","54Y",62,1,7.28010988928052,9
"31204","54Y",62,1,10.6301458127346,15
"31205","54Y",62,1,1.4142135623731,2
"31206","54Y",62,1,7.21110255092798,10
"31207","54Y",62,1,2,2
"31208","54Y",62,1,5,5
"31209","54Y",62,1,10,14
"31210","54Y",62,1,6.32455532033676,8
"31211","54Y",62,1,7.07106781186548,8
"31212","54Y",62,1,6.08276253029822,7
"31213","54Y",62,1,4.12310562561766,5
"31214","54Y",62,1,11.3137084989848,16
"31215","54Y",62,1,8.60232526704263,12
"31216","54Y",62,0,3.60555127546399,5
"31217","54Y",62,1,4.12310562561766,5
"31218","54Y",62,1,5.3851648071345,7
"31219","54Y",62,1,10.6301458127346,15
"31220","54Y",62,0,4.47213595499958,6
"31221","54Y",62,1,6.70820393249937,9
"31222","54Y",62,1,4.24264068711928,6
"31223","54Y",62,1,8.60232526704263,12
"31224","54Y",62,1,5.3851648071345,7
"31225","54Y",62,1,5,7
"31226","54Y",62,1,7.21110255092798,10
"31227","54Y",62,1,7.21110255092798,10
"31228","54Y",62,1,8.24621125123532,10
"31229","54Y",62,1,5.09901951359278,6
"31230","54Y",62,1,7,7
"31231","54Y",62,0,3,3
"31232","54Y",62,1,6.08276253029822,7
"31233","54Y",62,1,8.06225774829855,9
"31234","54Y",62,0,2,2
"31235","54Y",62,1,5,7
"31236","54Y",62,0,2.82842712474619,4
"31237","54Y",62,0,5,7
"31238","54Y",62,1,5,7
"31239","54Y",62,1,6.40312423743285,9
"31240","54Y",62,1,6.32455532033676,8
"31241","54Y",62,1,7.07106781186548,8
"31242","54Y",62,1,9.89949493661167,14
"31243","54Y",62,1,9.4339811320566,13
"31244","54Y",62,1,3.60555127546399,5
"31245","54Y",62,1,5.65685424949238,8
"31246","54Y",62,1,6.32455532033676,8
"31247","54Y",62,1,10,14
"31248","54Y",62,1,8.54400374531753,11
"31249","54Y",62,1,8.94427190999916,12
"31250","54Y",62,1,7.28010988928052,9
"31251","54Y",62,1,4,4
"31252","54Y",62,1,6,6
"31253","54Y",62,1,7.61577310586391,10
"31254","54Y",62,1,6.40312423743285,9
"31255","54Y",62,1,8,8
"31256","54Y",62,1,5.8309518948453,8
"31257","54Y",62,1,5,5
"31258","54Y",62,1,8.24621125123532,10
"31259","54Y",62,0,6.70820393249937,9
"31260","54Y",62,1,2,2
"31261","54Y",62,1,9.21954445729289,13
"31262","54Y",62,1,10,14
"31263","54Y",62,0,3.16227766016838,4
"31264","54Y",62,1,7.28010988928052,9
"31265","54Y",62,1,8.60232526704263,12
"31266","54Y",62,0,2.23606797749979,3
"31267","54Y",62,1,7.07106781186548,10
"31268","54Y",62,1,4,4
"31269","54Y",62,1,4.47213595499958,6
"31270","54Y",62,1,5,5
"31271","54Y",62,0,8.06225774829855,9
"31272","54Y",62,1,8.60232526704263,12
"31273","54Y",62,1,9.21954445729289,13
"31274","54Y",62,1,6.40312423743285,9
"31275","54Y",62,1,7,7
"31276","54Y",62,1,1.4142135623731,2
"31277","54Y",62,1,8.94427190999916,12
"31278","54Y",62,1,7.81024967590665,11
"31279","54Y",62,1,8,8
"31280","54Y",62,1,5.3851648071345,7
"31281","54Y",62,1,5.8309518948453,8
"31282","54Y",62,1,6,6
"31283","54Y",62,1,8.54400374531753,11
"31284","54Y",62,1,8.24621125123532,10
"31285","54Y",62,0,2,2
"31286","54Y",62,1,9.21954445729289,13
"31287","54Y",62,1,2.23606797749979,3
"31288","54Y",62,1,7.07106781186548,8
"31289","54Y",62,1,10.6301458127346,15
"31290","54Y",62,1,10.6301458127346,15
"31291","54Y",62,0,2.82842712474619,4
"31292","54Y",62,1,8.48528137423857,12
"31293","54Y",62,1,5,5
"31294","54Y",62,1,7,7
"31295","54Y",62,1,6.70820393249937,9
"31296","54Y",62,1,9.4339811320566,13
"31297","54Y",62,1,4.47213595499958,6
"31298","54Y",62,1,2.23606797749979,3
"31299","54Y",62,1,10,14
"31300","54Y",62,0,2.23606797749979,3
"31301","54Y",62,1,8.94427190999916,12
"31302","54Y",62,1,9.21954445729289,13
"31303","54Y",62,1,8.06225774829855,9
"31304","54Y",62,1,9.89949493661167,14
"31305","54Y",62,1,9.4339811320566,13
"31306","54Y",62,1,3.60555127546399,5
"31307","54Y",62,1,8,8
"31308","54Y",62,1,6.40312423743285,9
"31309","54Y",62,1,1,1
"31310","54Y",62,1,3.16227766016838,4
"31311","54Y",62,1,3,3
"31312","54Y",62,0,3.16227766016838,4
"31313","54Y",62,1,7.81024967590665,11
"31314","54Y",62,1,7.81024967590665,11
"31315","54Y",62,1,4,4
"31316","54Y",62,1,11.3137084989848,16
"31317","54Y",62,1,7.07106781186548,10
"31318","54Y",62,1,8.24621125123532,10
"31319","54Y",62,1,1,1
"31320","54Y",62,1,6.32455532033676,8
"31321","54Y",62,1,1,1
"31322","54Y",62,1,6.08276253029822,7
"31323","54Y",62,0,7.61577310586391,10
"31324","54Y",62,1,3,3
"31325","54Y",62,1,5.8309518948453,8
"31326","54Y",62,1,3,3
"31327","54Y",62,1,7.21110255092798,10
"31328","54Y",62,1,7.07106781186548,8
"31329","54Y",62,1,5.09901951359278,6
"31330","54Y",62,1,7.61577310586391,10
"31331","54Y",62,1,8.54400374531753,11
"31332","54Y",62,1,7.61577310586391,10
"31333","54Y",62,0,3.60555127546399,5
"31334","54Y",62,0,8.48528137423857,12
"31335","54Y",62,1,9.4339811320566,13
"31336","54Y",62,1,8.06225774829855,11
"31337","54Y",62,1,8.54400374531753,11
"31338","54Y",62,1,8.06225774829855,11
"31339","54Y",62,1,8,8
"31340","54Y",62,1,6.08276253029822,7
"31341","54Y",62,1,6.70820393249937,9
"31342","54Y",62,1,7.81024967590665,11
"31343","54Y",62,1,8.06225774829855,11
"31344","54Y",62,1,4,4
"31345","54Y",62,1,8.94427190999916,12
"31346","54Y",62,1,5.09901951359278,6
"31347","54Y",62,1,4.47213595499958,6
"31348","54Y",62,1,5.3851648071345,7
"31349","54Y",62,1,5.09901951359278,6
"31350","54Y",62,1,8.06225774829855,9
"31351","54Y",62,0,1,1
"31352","54Y",62,0,7.28010988928052,9
"31353","54Y",62,1,6,6
"31354","54Y",62,1,3.16227766016838,4
"31355","54Y",62,1,8.06225774829855,11
"31356","54Y",62,1,6,6
"31357","54Y",62,1,5.8309518948453,8
"31358","54Y",62,1,7,7
"31359","54Y",62,1,4.12310562561766,5
"31360","54Y",62,1,4.12310562561766,5
"31361","54Y",63,1,7.07106781186548,8
"31362","54Y",63,1,10,14
"31363","54Y",63,0,5.09901951359278,6
"31364","54Y",63,1,5.3851648071345,7
"31365","54Y",63,1,8.60232526704263,12
"31366","54Y",63,1,4.24264068711928,6
"31367","54Y",63,1,5.09901951359278,6
"31368","54Y",63,1,8.24621125123532,10
"31369","54Y",63,1,5.3851648071345,7
"31370","54Y",63,1,4.47213595499958,6
"31371","54Y",63,0,8.94427190999916,12
"31372","54Y",63,0,2,2
"31373","54Y",63,1,6.08276253029822,7
"31374","54Y",63,1,5,7
"31375","54Y",63,1,7.07106781186548,8
"31376","54Y",63,1,7.28010988928052,9
"31377","54Y",63,0,3.16227766016838,4
"31378","54Y",63,1,7.07106781186548,8
"31379","54Y",63,1,3,3
"31380","54Y",63,1,4.47213595499958,6
"31381","54Y",63,1,10.6301458127346,15
"31382","54Y",63,0,4,4
"31383","54Y",63,1,9.4339811320566,13
"31384","54Y",63,0,3.60555127546399,5
"31385","54Y",63,1,9.21954445729289,13
"31386","54Y",63,1,10.6301458127346,15
"31387","54Y",63,1,7.81024967590665,11
"31388","54Y",63,0,7.21110255092798,10
"31389","54Y",63,1,11.3137084989848,16
"31390","54Y",63,1,3,3
"31391","54Y",63,1,6.40312423743285,9
"31392","54Y",63,1,5.8309518948453,8
"31393","54Y",63,0,1,1
"31394","54Y",63,1,8.06225774829855,11
"31395","54Y",63,1,1.4142135623731,2
"31396","54Y",63,1,8.24621125123532,10
"31397","54Y",63,1,8.06225774829855,9
"31398","54Y",63,0,1,1
"31399","54Y",63,1,7.61577310586391,10
"31400","54Y",63,1,8.54400374531753,11
"31401","54Y",63,1,7.21110255092798,10
"31402","54Y",63,1,8,8
"31403","54Y",63,1,6,6
"31404","54Y",63,1,8.06225774829855,9
"31405","54Y",63,1,7.61577310586391,10
"31406","54Y",63,0,2.23606797749979,3
"31407","54Y",63,1,7.81024967590665,11
"31408","54Y",63,1,8.60232526704263,12
"31409","54Y",63,1,8,8
"31410","54Y",63,1,4.47213595499958,6
"31411","54Y",63,1,3,3
"31412","54Y",63,1,8.54400374531753,11
"31413","54Y",63,1,7,7
"31414","54Y",63,0,5,7
"31415","54Y",63,1,6.32455532033676,8
"31416","54Y",63,1,5.09901951359278,6
"31417","54Y",63,1,8.94427190999916,12
"31418","54Y",63,1,7,7
"31419","54Y",63,1,4,4
"31420","54Y",63,1,7.07106781186548,10
"31421","54Y",63,1,5.8309518948453,8
"31422","54Y",63,1,7.81024967590665,11
"31423","54Y",63,1,7.28010988928052,9
"31424","54Y",63,1,6.32455532033676,8
"31425","54Y",63,1,7,7
"31426","54Y",63,0,6.40312423743285,9
"31427","54Y",63,0,4.12310562561766,5
"31428","54Y",63,1,6.08276253029822,7
"31429","54Y",63,1,8.24621125123532,10
"31430","54Y",63,1,5,5
"31431","54Y",63,1,5.8309518948453,8
"31432","54Y",63,1,5,5
"31433","54Y",63,0,7.81024967590665,11
"31434","54Y",63,1,6,6
"31435","54Y",63,1,8.48528137423857,12
"31436","54Y",63,1,3.60555127546399,5
"31437","54Y",63,1,6,6
"31438","54Y",63,1,6.70820393249937,9
"31439","54Y",63,1,9.21954445729289,13
"31440","54Y",63,0,1,1
"31441","54Y",63,1,6.08276253029822,7
"31442","54Y",63,1,7.28010988928052,9
"31443","54Y",63,0,2.82842712474619,4
"31444","54Y",63,1,4.12310562561766,5
"31445","54Y",63,1,10,14
"31446","54Y",63,1,8,8
"31447","54Y",63,1,7.61577310586391,10
"31448","54Y",63,1,7.07106781186548,8
"31449","54Y",63,1,6.08276253029822,7
"31450","54Y",63,0,1,1
"31451","54Y",63,1,8.54400374531753,11
"31452","54Y",63,1,9.4339811320566,13
"31453","54Y",63,1,7,7
"31454","54Y",63,0,8.60232526704263,12
"31455","54Y",63,0,2.23606797749979,3
"31456","54Y",63,1,6,6
"31457","54Y",63,1,8.48528137423857,12
"31458","54Y",63,0,2,2
"31459","54Y",63,0,2.23606797749979,3
"31460","54Y",63,1,6.32455532033676,8
"31461","54Y",63,1,7.21110255092798,10
"31462","54Y",63,1,8.94427190999916,12
"31463","54Y",63,1,8.06225774829855,9
"31464","54Y",63,1,10,14
"31465","54Y",63,1,10,14
"31466","54Y",63,1,2,2
"31467","54Y",63,1,8.24621125123532,10
"31468","54Y",63,1,7.28010988928052,9
"31469","54Y",63,0,3.16227766016838,4
"31470","54Y",63,1,6.32455532033676,8
"31471","54Y",63,1,5,7
"31472","54Y",63,1,2.82842712474619,4
"31473","54Y",63,1,7.61577310586391,10
"31474","54Y",63,1,8.06225774829855,9
"31475","54Y",63,1,2.23606797749979,3
"31476","54Y",63,1,2,2
"31477","54Y",63,0,3.60555127546399,5
"31478","54Y",63,1,11.3137084989848,16
"31479","54Y",63,1,5,5
"31480","54Y",63,1,3.16227766016838,4
"31481","54Y",63,0,4.12310562561766,5
"31482","54Y",63,1,9.89949493661167,14
"31483","54Y",63,1,8.06225774829855,11
"31484","54Y",63,1,9.4339811320566,13
"31485","54Y",63,1,5.8309518948453,8
"31486","54Y",63,1,7.07106781186548,10
"31487","54Y",63,1,8.06225774829855,11
"31488","54Y",63,0,3.60555127546399,5
"31489","54Y",63,1,10.6301458127346,15
"31490","54Y",63,1,4,4
"31491","54Y",63,1,1.4142135623731,2
"31492","54Y",63,1,4.12310562561766,5
